DATE,CLOSE,TICKER,OPEN,HIGH,LOW,VOLUME
14/10/2016,687.00,VNIndex,685.06,690.62,684.78,134748710.0
13/10/2016,685.23,VNIndex,680.73,685.23,678.79,117781230.0
12/10/2016,682.45,VNIndex,683.88,686.18,681.12,107650470.0
11/10/2016,682.36,VNIndex,677.63,682.36,669.20,126219300.0
10/10/2016,674.19,VNIndex,684.05,684.46,674.19,119618590.0
07/10/2016,683.95,VNIndex,689.51,690.19,680.26,128830960.0
06/10/2016,687.32,VNIndex,689.10,690.93,687.32,140831260.0
05/10/2016,687.04,VNIndex,686.41,689.50,685.48,106465990.0
04/10/2016,684.20,VNIndex,682.82,689.17,680.24,111644670.0
03/10/2016,683.05,VNIndex,687.68,688.42,681.99,108519140.0
30/09/2016,685.73,VNIndex,688.05,689.12,684.62,102428420.0
29/09/2016,688.55,VNIndex,689.82,692.17,685.91,109747830.0
28/09/2016,686.72,VNIndex,684.99,687.94,682.98,111646620.0
27/09/2016,684.89,VNIndex,676.61,684.89,676.24,115019350.0
26/09/2016,677.04,VNIndex,673.21,677.04,671.51,91965270.00
23/09/2016,674.09,VNIndex,670.73,674.09,670.30,99084600.00
22/09/2016,671.38,VNIndex,671.41,675.36,671.14,112592880.0
21/09/2016,668.48,VNIndex,663.12,668.83,662.79,134925820.0
20/09/2016,663.37,VNIndex,656.20,663.37,653.28,100490650.0
19/09/2016,657.89,VNIndex,656.68,658.35,653.97,104348350.0
16/09/2016,651.31,VNIndex,654.68,657.53,651.31,184317130.0
15/09/2016,656.18,VNIndex,657.46,660.32,654.84,105142830.0
14/09/2016,656.64,VNIndex,658.16,661.82,656.64,92963280.00
13/09/2016,659.72,VNIndex,658.61,661.74,654.95,81226280.00
12/09/2016,659.76,VNIndex,665.77,666.04,655.55,88572250.00
09/09/2016,666.88,VNIndex,669.24,672.39,666.88,95460760.00
08/09/2016,666.07,VNIndex,661.89,668.20,660.54,112627640.0
07/09/2016,661.28,VNIndex,663.05,663.68,656.22,88002530.00
06/09/2016,663.90,VNIndex,666.38,668.40,663.90,87906500.00
05/09/2016,664.55,VNIndex,669.30,670.08,660.31,103194860.0
01/09/2016,669.19,VNIndex,674.19,674.72,664.77,93925040.00
31/08/2016,674.63,VNIndex,673.10,676.26,671.39,93688890.00
30/08/2016,672.67,VNIndex,667.96,672.67,666.33,87433660.00
29/08/2016,669.44,VNIndex,670.71,679.62,669.44,108619910.0
26/08/2016,667.75,VNIndex,662.90,668.84,662.90,109776940.0
25/08/2016,658.50,VNIndex,659.57,660.48,656.49,106728730.0
24/08/2016,660.77,VNIndex,660.95,665.43,659.70,98316870.00
23/08/2016,659.16,VNIndex,653.58,659.16,652.88,90297080.00
22/08/2016,657.68,VNIndex,662.87,664.95,657.68,109773170.0
19/08/2016,662.28,VNIndex,664.09,666.93,659.64,101626960.0
18/08/2016,660.65,VNIndex,663.56,665.94,656.35,120258331.0
17/08/2016,660.51,VNIndex,659.46,660.76,657.06,113226423.0
16/08/2016,658.11,VNIndex,659.97,662.13,656.83,128959352.0
15/08/2016,659.47,VNIndex,654.06,659.47,653.64,110981897.0
12/08/2016,655.71,VNIndex,665.14,668.52,652.67,118055991.0
11/08/2016,660.24,VNIndex,649.27,660.24,648.31,134799320.0
10/08/2016,648.33,VNIndex,637.21,648.48,637.21,108014754.0
09/08/2016,637.34,VNIndex,629.66,637.34,629.66,87214932.00
08/08/2016,629.46,VNIndex,627.23,629.91,622.14,84168482.00
05/08/2016,627.39,VNIndex,629.69,630.18,622.49,118568804.0
04/08/2016,631.94,VNIndex,633.74,641.02,631.94,103979820.0
03/08/2016,631.61,VNIndex,632.98,634.75,627.66,87970735.00
02/08/2016,636.05,VNIndex,643.20,643.20,633.33,136642379.0
01/08/2016,648.38,VNIndex,655.38,655.38,646.02,90680858.00
29/07/2016,652.23,VNIndex,654.19,657.88,650.98,112662841.0
28/07/2016,657.14,VNIndex,655.81,657.20,649.86,115885268.0
27/07/2016,656.11,VNIndex,647.98,656.11,647.74,111894012.0
26/07/2016,648.59,VNIndex,648.58,651.93,642.91,97366678.00
25/07/2016,649.30,VNIndex,651.33,654.17,646.04,86767814.00
22/07/2016,649.87,VNIndex,657.15,658.06,640.26,140232656.0
21/07/2016,659.57,VNIndex,662.72,665.90,656.03,104780518.0
20/07/2016,660.26,VNIndex,667.86,667.86,660.26,124915082.0
19/07/2016,667.76,VNIndex,675.89,677.35,660.09,131231021.0
18/07/2016,673.50,VNIndex,664.12,673.50,662.25,122884393.0
15/07/2016,664.56,VNIndex,668.29,670.18,661.47,123120813.0
14/07/2016,666.69,VNIndex,675.66,681.75,666.69,152095170.0
13/07/2016,675.12,VNIndex,662.04,676.06,662.04,138427015.0
12/07/2016,658.90,VNIndex,652.81,658.90,649.86,149273940.0
11/07/2016,652.26,VNIndex,658.92,664.89,648.77,146650171.0
08/07/2016,658.68,VNIndex,661.07,665.53,655.91,132023634.0
07/07/2016,661.12,VNIndex,652.49,661.12,652.13,132257842.0
06/07/2016,649.46,VNIndex,646.80,652.36,644.07,118012763.0
05/07/2016,650.88,VNIndex,650.47,658.45,647.52,140537343.0
04/07/2016,647.96,VNIndex,643.11,647.96,641.96,124815263.0
01/07/2016,640.30,VNIndex,634.54,643.55,634.28,107014021.0
30/06/2016,632.26,VNIndex,633.17,637.46,631.74,99141059.00
29/06/2016,630.12,VNIndex,623.56,631.25,623.56,116406307.0
28/06/2016,622.20,VNIndex,617.68,624.85,617.65,76943426.00
27/06/2016,621.27,VNIndex,616.19,621.27,608.26,103380650.0
24/06/2016,620.77,VNIndex,631.77,631.77,597.68,262253875.0
23/06/2016,632.27,VNIndex,626.47,632.60,626.47,106076980.0
22/06/2016,626.41,VNIndex,628.77,629.95,625.81,93773827.00
21/06/2016,628.00,VNIndex,629.03,631.96,628.00,108730852.0
20/06/2016,626.46,VNIndex,622.04,626.46,620.41,94791433.00
17/06/2016,619.25,VNIndex,622.92,624.59,618.16,143709445.0
16/06/2016,625.11,VNIndex,627.38,630.21,625.11,117367681.0
15/06/2016,627.02,VNIndex,624.63,628.75,621.76,103700197.0
14/06/2016,625.43,VNIndex,621.63,626.40,619.13,92352130.00
13/06/2016,623.58,VNIndex,626.26,627.36,621.40,116168958.0
10/06/2016,629.84,VNIndex,629.95,633.47,628.56,128988300.0
09/06/2016,631.26,VNIndex,628.40,631.26,626.27,116495566.0
08/06/2016,627.87,VNIndex,626.84,632.68,626.29,131269681.0
07/06/2016,624.65,VNIndex,622.40,624.69,620.05,112406875.0
06/06/2016,620.05,VNIndex,621.09,624.55,616.98,118212916.0
03/06/2016,621.88,VNIndex,623.21,625.19,621.62,118784194.0
02/06/2016,623.37,VNIndex,619.19,624.52,618.38,122338412.0
01/06/2016,619.86,VNIndex,618.18,620.24,616.33,100332285.0
31/05/2016,618.44,VNIndex,616.22,621.14,614.68,108003530.0
30/05/2016,614.50,VNIndex,609.98,615.52,608.46,101738548.0
27/05/2016,608.11,VNIndex,604.36,609.94,603.23,90097747.00
26/05/2016,604.34,VNIndex,611.88,613.37,604.34,94754384.00
25/05/2016,611.89,VNIndex,613.96,616.38,611.89,95133413.00
24/05/2016,611.62,VNIndex,612.23,613.14,608.15,96119341.00
23/05/2016,611.03,VNIndex,616.11,616.83,610.45,76142501.00
20/05/2016,614.81,VNIndex,620.72,622.48,614.41,90013631.00
19/05/2016,619.20,VNIndex,621.83,623.68,618.13,114214476.0
18/05/2016,622.45,VNIndex,625.53,627.81,621.79,114439208.0
17/05/2016,624.75,VNIndex,620.54,626.12,618.67,116465419.0
16/05/2016,615.78,VNIndex,610.13,616.17,608.49,90419955.00
13/05/2016,610.82,VNIndex,612.32,615.30,608.04,105780890.0
12/05/2016,612.12,VNIndex,615.55,617.56,612.12,86619427.00
11/05/2016,614.06,VNIndex,606.60,614.06,606.06,104974405.0
10/05/2016,605.05,VNIndex,600.35,605.46,597.74,108267105.0
09/05/2016,603.85,VNIndex,610.92,612.97,603.85,105436982.0
06/05/2016,606.52,VNIndex,602.40,608.94,602.17,113430945.0
05/05/2016,601.51,VNIndex,600.66,605.21,600.50,122423573.0
04/05/2016,599.07,VNIndex,595.95,603.08,592.43,132211119.0
29/04/2016,598.37,VNIndex,591.20,599.71,591.20,112216334.0
28/04/2016,591.67,VNIndex,594.98,597.28,589.97,95219216.00
27/04/2016,593.96,VNIndex,601.79,601.79,591.35,142651808.0
26/04/2016,598.48,VNIndex,590.99,598.48,590.19,133638550.0
25/04/2016,591.58,VNIndex,597.91,601.61,591.58,133758879.0
22/04/2016,592.48,VNIndex,574.57,592.48,574.57,130917340.0
21/04/2016,575.73,VNIndex,571.19,577.41,570.71,100009660.0
20/04/2016,568.03,VNIndex,569.80,571.71,565.30,108722460.0
19/04/2016,568.28,VNIndex,578.32,578.44,568.28,125545070.0
15/04/2016,579.86,VNIndex,581.54,586.36,579.86,115912350.0
14/04/2016,579.49,VNIndex,575.69,584.81,575.69,116847586.0
13/04/2016,578.02,VNIndex,580.77,582.81,575.65,132134250.0
12/04/2016,579.84,VNIndex,580.90,582.97,577.17,139448520.0
11/04/2016,579.27,VNIndex,575.11,581.88,575.01,131176560.0
08/04/2016,572.34,VNIndex,571.21,574.46,569.09,111615395.0
07/04/2016,571.60,VNIndex,570.72,572.56,567.01,118046801.0
06/04/2016,567.79,VNIndex,561.94,567.79,560.63,99659299.00
05/04/2016,560.32,VNIndex,555.98,560.32,555.15,112176387.0
04/04/2016,555.82,VNIndex,557.56,560.92,554.30,108880000.0
01/04/2016,558.43,VNIndex,560.64,562.73,557.96,116548357.0
31/03/2016,561.22,VNIndex,569.04,570.94,561.22,145634812.0
30/03/2016,569.91,VNIndex,566.08,571.89,565.55,122484050.0
29/03/2016,568.28,VNIndex,575.63,576.07,568.28,132889375.0
28/03/2016,575.72,VNIndex,573.69,576.00,571.58,111063688.0
25/03/2016,572.08,VNIndex,569.48,572.48,564.88,132180850.0
24/03/2016,570.66,VNIndex,573.93,577.21,570.66,140101488.0
23/03/2016,574.71,VNIndex,570.74,575.22,570.39,131018465.0
22/03/2016,570.91,VNIndex,572.70,573.80,567.80,122946861.0
21/03/2016,572.27,VNIndex,577.65,580.83,572.27,143821208.0
18/03/2016,575.82,VNIndex,579.95,580.81,575.44,174635724.0
17/03/2016,579.26,VNIndex,581.55,583.53,579.26,139106276.0
16/03/2016,577.07,VNIndex,573.88,577.96,573.37,138846792.0
15/03/2016,574.04,VNIndex,576.78,578.96,572.59,138751705.0
14/03/2016,577.98,VNIndex,579.61,579.84,576.26,122345037.0
11/03/2016,577.26,VNIndex,576.12,580.93,574.81,134283066.0
10/03/2016,575.91,VNIndex,574.07,575.91,571.52,118002950.0
09/03/2016,571.71,VNIndex,573.47,576.32,571.48,119004380.0
08/03/2016,574.71,VNIndex,576.75,579.87,574.53,141993300.0
07/03/2016,576.20,VNIndex,575.76,580.95,575.39,154716730.0
04/03/2016,573.65,VNIndex,570.18,576.02,568.83,131117770.0
03/03/2016,570.39,VNIndex,573.06,573.88,569.39,121849037.0
02/03/2016,570.18,VNIndex,564.85,570.18,562.97,140315155.0
01/03/2016,561.56,VNIndex,560.03,565.65,560.03,115489083.0
29/02/2016,559.37,VNIndex,565.61,566.31,559.37,116967700.0
26/02/2016,566.11,VNIndex,565.61,566.80,562.39,96301554.00
25/02/2016,562.82,VNIndex,571.15,573.63,562.82,128771160.0
24/02/2016,568.04,VNIndex,559.48,569.70,557.77,150465740.0
23/02/2016,561.28,VNIndex,564.75,567.58,561.09,151184460.0
22/02/2016,560.71,VNIndex,555.31,561.44,555.31,146388210.0
19/02/2016,554.03,VNIndex,552.37,555.16,551.38,176932600.0
18/02/2016,552.49,VNIndex,550.51,555.05,549.16,105400240.0
17/02/2016,547.05,VNIndex,551.38,552.38,547.05,109491034.0
16/02/2016,548.05,VNIndex,545.72,548.89,545.72,101629189.0
15/02/2016,543.79,VNIndex,540.13,544.59,537.81,63721640.00
05/02/2016,544.75,VNIndex,540.64,545.54,540.64,58925530.00
04/02/2016,542.15,VNIndex,542.91,545.17,541.66,59056207.00
03/02/2016,539.07,VNIndex,531.11,539.07,530.23,72559691.00
02/02/2016,536.45,VNIndex,537.71,542.26,535.38,81942662.00
01/02/2016,540.56,VNIndex,545.27,548.58,540.56,91931279.00
29/01/2016,545.25,VNIndex,539.96,545.71,537.51,98872561.00
28/01/2016,539.47,VNIndex,542.01,544.73,538.59,108083507.0
27/01/2016,542.69,VNIndex,541.18,543.88,540.03,113949550.0
26/01/2016,537.73,VNIndex,534.06,542.98,531.27,129502062.0
25/01/2016,542.35,VNIndex,530.58,542.36,530.01,141749435.0
22/01/2016,522.24,VNIndex,525.35,525.83,513.82,159197830.0
21/01/2016,521.88,VNIndex,526.37,531.21,520.74,139672450.0
20/01/2016,529.44,VNIndex,532.81,536.57,529.42,110094630.0
19/01/2016,535.77,VNIndex,525.65,535.77,525.65,113147920.0
18/01/2016,526.37,VNIndex,532.54,532.54,518.16,156432200.0
15/01/2016,543.04,VNIndex,554.35,556.55,543.04,119275995.0
14/01/2016,553.03,VNIndex,555.88,556.62,550.60,128698360.0
13/01/2016,560.37,VNIndex,565.21,566.02,560.37,116482120.0
12/01/2016,564.26,VNIndex,557.36,564.26,557.36,101936980.0
11/01/2016,557.87,VNIndex,559.05,563.04,557.51,100564840.0
08/01/2016,560.05,VNIndex,562.62,563.17,556.36,135933045.0
07/01/2016,565.36,VNIndex,570.62,570.94,561.09,140634220.0
06/01/2016,574.57,VNIndex,569.50,574.57,569.50,82535160.00
05/01/2016,569.94,VNIndex,571.66,575.40,569.26,98030762.00
04/01/2016,574.41,VNIndex,579.03,579.97,573.15,96341237.00
31/12/2015,579.03,VNIndex,579.12,580.82,575.73,103168670.0
30/12/2015,579.45,VNIndex,576.50,579.45,575.71,83690118.00
29/12/2015,576.29,VNIndex,569.40,576.29,566.49,94301180.00
28/12/2015,569.90,VNIndex,570.57,572.92,569.40,101112130.0
25/12/2015,567.67,VNIndex,566.60,570.49,566.60,79540410.00
24/12/2015,566.17,VNIndex,566.65,567.80,565.62,65006001.00
23/12/2015,564.27,VNIndex,564.93,568.16,562.30,73543732.00
22/12/2015,566.35,VNIndex,567.88,570.86,565.48,74472860.00
21/12/2015,566.90,VNIndex,570.45,571.28,565.35,97395384.00
18/12/2015,568.18,VNIndex,574.66,578.00,568.18,179088555.0
17/12/2015,577.11,VNIndex,572.55,579.18,572.55,80835755.00
16/12/2015,572.55,VNIndex,570.36,575.54,570.36,97459373.00
15/12/2015,568.00,VNIndex,563.30,568.74,563.30,99056490.00
14/12/2015,562.22,VNIndex,564.14,566.28,560.99,92279450.00
11/12/2015,563.43,VNIndex,560.99,567.13,559.73,79101207.00
10/12/2015,561.04,VNIndex,564.86,567.62,561.04,94021540.00
09/12/2015,565.20,VNIndex,575.08,576.63,565.20,88484680.00
08/12/2015,574.15,VNIndex,561.00,574.15,556.92,97229023.00
07/12/2015,563.62,VNIndex,570.12,571.20,563.41,70909345.00
04/12/2015,571.62,VNIndex,574.00,574.69,567.95,83588450.00
03/12/2015,574.38,VNIndex,574.04,576.84,573.20,72386103.00
02/12/2015,574.42,VNIndex,571.01,577.03,571.01,95104270.00
01/12/2015,570.41,VNIndex,573.39,577.58,570.41,105263172.0
30/11/2015,573.20,VNIndex,581.39,581.65,571.12,112002660.0
27/11/2015,582.86,VNIndex,589.09,591.84,582.86,134000000.0
26/11/2015,590.40,VNIndex,593.12,594.67,590.39,143903290.0
25/11/2015,595.70,VNIndex,593.24,596.92,588.10,141154312.0
24/11/2015,593.83,VNIndex,599.81,599.94,590.41,150944920.0
23/11/2015,599.99,VNIndex,605.89,607.69,599.99,147238690.0
20/11/2015,604.46,VNIndex,602.11,606.58,601.90,130406770.0
19/11/2015,601.90,VNIndex,604.38,605.56,600.84,111455220.0
18/11/2015,603.34,VNIndex,603.32,606.62,602.13,110929890.0
17/11/2015,605.05,VNIndex,609.46,611.18,605.05,162861800.0
16/11/2015,609.21,VNIndex,609.77,611.92,605.39,123107214.0
13/11/2015,611.27,VNIndex,604.41,611.27,603.72,145889290.0
12/11/2015,605.58,VNIndex,602.02,605.58,595.86,137950372.0
11/11/2015,603.53,VNIndex,604.13,609.24,603.34,90794567.00
10/11/2015,605.27,VNIndex,609.30,610.60,605.08,110272897.0
09/11/2015,610.66,VNIndex,612.29,613.79,610.35,112051656.0
06/11/2015,612.36,VNIndex,615.54,617.79,608.89,106118959.0
05/11/2015,615.18,VNIndex,609.49,616.46,608.53,91052676.00
04/11/2015,610.60,VNIndex,614.29,617.93,610.60,97602621.00
03/11/2015,611.71,VNIndex,605.32,611.71,600.46,105509566.0
02/11/2015,602.76,VNIndex,607.93,610.17,601.99,112437389.0
30/10/2015,607.37,VNIndex,605.49,608.01,603.93,85036316.00
29/10/2015,605.20,VNIndex,599.32,605.20,598.80,99109489.00
28/10/2015,596.24,VNIndex,599.09,601.09,596.24,107072382.0
27/10/2015,598.44,VNIndex,597.80,600.51,595.62,89116049.00
26/10/2015,598.61,VNIndex,604.41,606.79,598.61,92911590.00
23/10/2015,601.74,VNIndex,598.55,602.55,598.25,96355905.00
22/10/2015,595.08,VNIndex,590.24,595.81,589.74,88774942.00
21/10/2015,590.24,VNIndex,590.43,594.50,589.84,92068554.00
20/10/2015,590.45,VNIndex,594.97,596.37,588.26,118447575.0
19/10/2015,594.61,VNIndex,593.87,598.11,591.60,98764222.00
16/10/2015,593.02,VNIndex,592.40,599.74,592.40,127481214.0
15/10/2015,592.40,VNIndex,591.36,594.17,588.98,105173017.0
14/10/2015,589.98,VNIndex,592.45,593.73,589.62,103133442.0
13/10/2015,590.84,VNIndex,589.09,591.66,588.54,101968843.0
12/10/2015,592.10,VNIndex,587.72,594.74,587.25,115454162.0
09/10/2015,588.02,VNIndex,590.91,593.02,587.57,149409089.0
08/10/2015,586.78,VNIndex,580.04,588.35,579.82,143566398.0
07/10/2015,579.57,VNIndex,583.97,587.30,579.57,132704818.0
06/10/2015,581.29,VNIndex,577.45,581.38,574.63,151956949.0
05/10/2015,570.00,VNIndex,564.58,570.00,563.95,90574640.00
02/10/2015,562.31,VNIndex,563.33,565.01,561.73,68355987.00
01/10/2015,563.54,VNIndex,563.39,565.63,563.23,59824628.00
30/09/2015,562.64,VNIndex,562.50,565.65,562.50,66065626.00
29/09/2015,561.19,VNIndex,559.83,561.76,557.65,82413750.00
28/09/2015,564.88,VNIndex,571.29,572.15,564.88,75447980.00
25/09/2015,570.38,VNIndex,570.41,572.09,567.71,64223028.00
24/09/2015,570.25,VNIndex,573.50,575.36,570.12,97457070.00
23/09/2015,572.72,VNIndex,570.64,573.85,569.51,83877600.00
22/09/2015,573.20,VNIndex,573.09,575.17,570.26,93496159.00
21/09/2015,572.12,VNIndex,566.74,572.26,565.16,85938051.00
18/09/2015,566.25,VNIndex,564.69,569.50,564.69,146392000.0
17/09/2015,562.48,VNIndex,563.93,565.85,562.48,69310470.00
16/09/2015,564.13,VNIndex,561.86,564.82,561.69,62235037.00
15/09/2015,563.27,VNIndex,564.38,565.05,561.10,76130030.00
14/09/2015,562.17,VNIndex,569.21,572.25,561.46,73159920.00
11/09/2015,566.74,VNIndex,572.14,573.99,566.18,83304010.00
10/09/2015,572.07,VNIndex,567.51,576.13,567.09,68366470.00
09/09/2015,572.34,VNIndex,574.06,574.73,569.69,83370390.00
08/09/2015,566.72,VNIndex,554.48,566.72,554.34,93964710.00
07/09/2015,554.93,VNIndex,557.07,560.09,554.44,62231590.00
04/09/2015,556.81,VNIndex,554.85,558.90,554.77,65396630.00
03/09/2015,554.30,VNIndex,559.32,561.43,551.47,88639140.00
01/09/2015,562.31,VNIndex,565.75,569.18,561.28,85154580.00
31/08/2015,564.75,VNIndex,573.10,573.10,563.99,103156060.0
28/08/2015,570.87,VNIndex,561.36,570.87,559.35,151294750.0
27/08/2015,555.81,VNIndex,551.89,558.93,551.44,115022570.0
26/08/2015,545.89,VNIndex,530.05,545.89,530.05,120486820.0
25/08/2015,529.98,VNIndex,511.13,535.48,511.13,167518810.0
24/08/2015,526.93,VNIndex,550.48,550.48,523.55,166417080.0
21/08/2015,556.30,VNIndex,559.34,559.97,542.31,181604060.0
20/08/2015,566.69,VNIndex,577.82,577.82,565.09,106922940.0
19/08/2015,577.82,VNIndex,576.44,580.99,569.21,98952270.00
18/08/2015,580.22,VNIndex,571.31,580.22,571.22,86433690.00
17/08/2015,573.15,VNIndex,588.67,591.20,571.26,104003690.0
14/08/2015,589.03,VNIndex,592.80,598.55,585.97,85702280.00
13/08/2015,594.26,VNIndex,603.31,603.31,590.44,119331520.0
12/08/2015,604.24,VNIndex,609.33,611.46,602.01,108828230.0
11/08/2015,613.05,VNIndex,615.17,619.69,611.17,102419460.0
10/08/2015,614.53,VNIndex,603.82,614.53,603.82,84997900.00
07/08/2015,603.76,VNIndex,601.57,604.04,597.75,75215360.00
06/08/2015,601.04,VNIndex,607.84,609.31,600.85,108566000.0
05/08/2015,607.08,VNIndex,600.68,608.21,600.68,92678090.00
04/08/2015,600.76,VNIndex,607.95,609.91,600.76,78122270.00
03/08/2015,609.47,VNIndex,617.12,617.12,605.63,120074910.0
31/07/2015,621.06,VNIndex,628.31,629.97,621.06,101422300.0
30/07/2015,626.57,VNIndex,625.46,627.11,622.43,96753150.00
29/07/2015,624.70,VNIndex,632.00,634.64,624.70,111883170.0
28/07/2015,631.47,VNIndex,636.58,639.54,631.47,149155540.0
27/07/2015,635.46,VNIndex,629.68,636.84,629.42,116704360.0
24/07/2015,631.26,VNIndex,633.27,634.61,627.99,109015570.0
23/07/2015,632.01,VNIndex,632.07,637.91,631.43,117644960.0
22/07/2015,629.85,VNIndex,614.56,629.94,613.58,109080570.0
21/07/2015,616.61,VNIndex,619.90,624.47,613.83,95668320.00
20/07/2015,620.54,VNIndex,624.84,624.84,616.11,106200850.0
17/07/2015,628.63,VNIndex,628.45,631.67,626.21,97179130.00
16/07/2015,626.90,VNIndex,627.32,632.21,622.57,113628750.0
15/07/2015,630.89,VNIndex,640.43,641.06,630.89,136744360.0
14/07/2015,638.69,VNIndex,635.55,640.43,628.43,148321440.0
13/07/2015,634.10,VNIndex,631.60,637.10,627.70,130289110.0
10/07/2015,627.28,VNIndex,627.56,630.79,624.70,149796670.0
09/07/2015,622.10,VNIndex,616.20,626.38,613.34,128611000.0
08/07/2015,623.17,VNIndex,630.40,634.13,617.29,180512890.0
07/07/2015,630.27,VNIndex,623.89,633.73,620.59,167953860.0
06/07/2015,625.22,VNIndex,618.75,625.34,618.65,162505730.0
03/07/2015,616.43,VNIndex,608.82,617.96,608.82,154568920.0
02/07/2015,605.70,VNIndex,591.50,605.70,590.52,118695710.0
01/07/2015,591.50,VNIndex,594.52,594.52,587.33,114932070.0
30/06/2015,593.05,VNIndex,588.77,598.98,588.77,137264740.0
29/06/2015,591.75,VNIndex,580.16,591.75,579.61,104599850.0
26/06/2015,581.75,VNIndex,586.04,592.59,581.75,138270500.0
25/06/2015,587.99,VNIndex,589.29,590.37,585.34,106046100.0
24/06/2015,590.02,VNIndex,592.19,594.01,589.02,112994500.0
23/06/2015,593.07,VNIndex,592.44,595.11,590.76,99831620.00
22/06/2015,594.08,VNIndex,588.33,594.08,588.01,145223130.0
19/06/2015,584.70,VNIndex,584.08,588.48,582.47,184477640.0
18/06/2015,580.35,VNIndex,578.73,583.02,578.47,90021550.00
17/06/2015,578.87,VNIndex,578.53,584.04,575.88,119302310.0
16/06/2015,580.35,VNIndex,587.76,589.33,580.35,152124380.0
15/06/2015,586.48,VNIndex,583.51,586.67,581.35,147047610.0
12/06/2015,582.73,VNIndex,582.54,585.01,578.80,154956240.0
11/06/2015,581.05,VNIndex,577.32,582.68,575.25,158674570.0
10/06/2015,574.10,VNIndex,576.06,576.62,569.59,123793810.0
09/06/2015,574.47,VNIndex,578.68,582.13,573.73,146632640.0
08/06/2015,579.83,VNIndex,581.20,585.51,579.52,182809700.0
05/06/2015,578.07,VNIndex,568.63,579.01,568.37,141129610.0
04/06/2015,568.99,VNIndex,568.01,573.50,567.90,103665870.0
03/06/2015,567.90,VNIndex,570.55,573.91,567.81,120677080.0
02/06/2015,570.31,VNIndex,575.70,581.24,570.31,120805280.0
01/06/2015,574.98,VNIndex,571.15,579.58,570.14,112680510.0
29/05/2015,569.56,VNIndex,572.73,577.03,568.70,129559300.0
28/05/2015,572.97,VNIndex,566.13,576.92,564.73,145617460.0
27/05/2015,566.48,VNIndex,564.64,569.63,563.28,111368810.0
26/05/2015,567.20,VNIndex,563.31,570.29,562.58,133053010.0
25/05/2015,563.00,VNIndex,560.80,563.84,558.50,106078240.0
22/05/2015,561.82,VNIndex,553.41,561.82,550.81,112920050.0
21/05/2015,552.56,VNIndex,550.99,554.00,547.95,103116440.0
20/05/2015,550.10,VNIndex,536.35,550.33,536.07,123637010.0
19/05/2015,536.82,VNIndex,530.00,537.19,530.00,83713920.00
18/05/2015,528.95,VNIndex,535.82,536.71,528.90,101572460.0
15/05/2015,537.44,VNIndex,543.61,545.48,537.44,72939360.00
14/05/2015,543.69,VNIndex,542.53,545.00,540.72,64983330.00
13/05/2015,542.82,VNIndex,545.50,546.99,538.76,76185760.00
12/05/2015,544.41,VNIndex,551.98,552.56,542.70,72362280.00
11/05/2015,551.67,VNIndex,554.50,556.20,550.57,88473680.00
08/05/2015,554.51,VNIndex,551.57,556.39,550.93,70875790.00
07/05/2015,552.98,VNIndex,548.51,554.22,547.53,65236660.00
06/05/2015,549.30,VNIndex,553.30,555.51,548.17,80300720.00
05/05/2015,552.65,VNIndex,544.80,552.65,539.04,100089470.0
04/05/2015,545.08,VNIndex,560.62,563.36,545.08,111153790.0
27/04/2015,562.40,VNIndex,567.77,568.47,562.40,53676760.00
24/04/2015,565.77,VNIndex,563.17,567.36,561.56,54121630.00
23/04/2015,561.25,VNIndex,562.85,564.45,557.57,71598650.00
22/04/2015,562.51,VNIndex,562.58,565.04,561.53,89314350.00
21/04/2015,562.24,VNIndex,563.78,567.52,562.24,82497060.00
20/04/2015,565.04,VNIndex,568.52,568.83,562.66,65083490.00
17/04/2015,568.32,VNIndex,568.28,572.76,568.28,103374650.0
16/04/2015,568.28,VNIndex,564.50,570.68,564.50,96584510.00
15/04/2015,564.50,VNIndex,558.94,565.39,558.94,75972590.00
14/04/2015,558.67,VNIndex,559.81,562.95,558.49,64342770.00
13/04/2015,559.54,VNIndex,556.35,559.68,555.97,69597200.00
10/04/2015,554.03,VNIndex,550.96,557.65,550.96,94475400.00
09/04/2015,550.52,VNIndex,547.26,552.53,546.76,83461270.00
08/04/2015,547.72,VNIndex,549.69,551.23,546.29,70218920.00
07/04/2015,548.11,VNIndex,542.71,548.37,540.79,89727690.00
06/04/2015,542.97,VNIndex,548.11,549.28,542.97,54716270.00
03/04/2015,547.85,VNIndex,548.69,550.30,544.22,69546330.00
02/04/2015,546.85,VNIndex,540.54,546.85,536.87,86076890.00
01/04/2015,538.91,VNIndex,550.80,551.69,537.30,109335350.0
31/03/2015,551.13,VNIndex,544.87,552.72,544.87,80466510.00
30/03/2015,545.19,VNIndex,551.75,554.26,545.07,85631540.00
27/03/2015,551.42,VNIndex,558.93,561.13,549.65,83668500.00
26/03/2015,556.16,VNIndex,556.12,559.68,553.19,78108960.00
25/03/2015,560.93,VNIndex,567.62,568.40,559.87,83089270.00
24/03/2015,567.43,VNIndex,569.33,569.91,562.07,86397700.00
23/03/2015,570.89,VNIndex,576.64,579.39,570.44,94583430.00
20/03/2015,575.44,VNIndex,572.57,577.56,571.92,145321980.0
19/03/2015,573.74,VNIndex,579.39,580.32,573.52,81752950.00
18/03/2015,578.68,VNIndex,580.81,581.53,577.26,86795050.00
17/03/2015,581.76,VNIndex,580.60,583.59,580.60,88737460.00
